coin_id,year,program,denomination,mint_mark,country,condition,cost,personal_photos,reference_imgs,fully_missing,obverse_url,reverse_url
37bda890-269b-4fe7-9126-ceaddbfdf395,1998,The U.S. Nickel Collection,Nickel,,US,Ungraded,$7.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
860d27c3-1f28-4535-9a27-a65fd351b1d3,2022,American Women Quarters,Quarter,D,US,Uncirculated,$1.00,Obverse only,Obverse only,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
90b54e2d-0af8-4c49-8a6c-b4f218d49c42,2022,American Women Quarters,Quarter,D,US,Uncirculated,$1.00,Obverse only,Obverse only,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d937d55d-b753-431f-b01a-bfc8c49a2105,2022,American Women Quarters,Quarter,P,US,Uncirculated,$1.00,Obverse only,Obverse only,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
dcd18f4f-bfbe-49b2-96a9-aca62e5846bc,2022,American Women Quarters,Quarter,S,US,Proof-63,$25.75,Obverse only,Obverse only,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
5598b11b-aca8-4242-94e7-9a3964243e7f,2022,U.S. Women's Quarters,Quarter,S,US,Proof-63,$25.75,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
09cee99a-e846-4abc-9b76-4434f89e8929,2022,US Women's Quarters,Quarter,P,US,Uncirculated,$1.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
325680d6-cf8d-40ad-9067-12ba64e34cf8,2022,US Women's Quarters,Quarter,S,US,Proof-63,$25.75,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
d1e31a66-103d-489d-b536-5c9fd14ad8e5,2022,US Women's Quarters,Quarter,S,US,Proof-63,$7.75,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
164dd6b9-e049-4856-9aec-acf21b7500bf,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
1dec046e-52bf-42f8-8d3c-f08c8263c63f,2023,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Both,no,,
32c862a4-a4ce-4501-8305-848320b0081f,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
33b72c4a-030e-4f53-9bb6-db18c380716a,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
6c442551-200a-490c-ba0e-457572ae7c9a,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
86d48b2f-1066-46eb-8b51-01a982bef40b,2023,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Both,no,,
8ded18a3-50ce-457f-9d4d-354d63990a98,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
9a450d35-cca8-4e9d-b812-c8e5cae9b0b2,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
a30614b8-2b63-4e2d-84ba-7325a0a34305,2023,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Both,no,,
a34ce55b-846c-4b8b-a035-e2b66ed557f7,2023,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Both,no,,
c731f144-73a5-4048-bf57-7e191a547153,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
d9797ec2-5c2a-43e7-9af2-25feb6ba605d,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
e3af3be5-2c6c-4033-8dae-46fe13ea9fd8,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
e63bb5b7-e2ea-4ce7-846d-fbecb4ba88a2,2023,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Both,no,,
ec9e51e5-050e-4cd8-bbde-5836021a9f30,2023,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Both,no,,
1339742c-737f-47d7-853b-50c2dc95b76b,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
1bf11658-89d5-4e76-b691-5a0514425f2d,2024,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Obverse only,no,,
259f5738-ba14-4987-ac71-8869f78bb5d2,2024,American Women Quarters,Washington Quarter,P,United States,Uncirculated,$0.00,None,Obverse only,no,,
380064e6-44e3-49cc-83c2-3f00ef525a69,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
45854b50-a3bc-431b-928b-fc92420b0644,2024,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Obverse only,no,,
59ba65c4-fc37-4aeb-bcab-a9dcea74b1d2,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
65bce2a8-4509-4e41-b103-62bd1a64a634,2024,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Obverse only,no,,
6da29950-10fb-42b8-b8ae-6e0896170004,2024,American Women Quarters,Washington Quarter,D,USA,Uncirculated,$0.00,None,Obverse only,no,,
75631af9-903f-43fc-8708-46f027a1afc0,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
75748608-aff4-4b82-bbec-f842294fcc2a,2024,American Women Quarters,Washington Quarter,D,USA,Uncirculated,$0.00,None,Obverse only,no,,
987e1aad-b8c0-4ef3-80a9-c40a4d483065,2024,American Women Quarters,Washington Quarter,P,USA,Uncirculated,$0.00,None,Obverse only,no,,
9f1d0319-1267-453a-a2bc-f94c59d41118,2024,American Women Quarters,Washington Quarter,D,United States,Uncirculated,$0.00,None,Obverse only,no,,
9f51e0a1-a7d2-4de4-89c0-89633abcf24e,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
be83a83f-f21a-4533-bdc7-64f4a0452e0d,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
ce446654-0cbb-4736-a730-04f5488f98ae,2024,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Obverse only,no,,
df84b4ed-5802-4e80-9119-3ba68a6b9f2e,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
dfcc44ff-585e-405d-aec4-442211ad1abf,2024,American Women Quarters,Washington Quarter,P,USA,Uncirculated,$0.00,None,Obverse only,no,,
e428e26c-3915-48c1-b061-2172eb296a0e,2024,American Women Quarters,Washington Quarter,S,United States,Ch Proof-63,$0.00,None,Obverse only,no,,
e8ee38b9-871b-4562-85af-05eae7cf827c,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
effecf13-03c9-4a17-896c-3d4c311e68e2,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
f9089b68-bf65-482a-b1bd-66ef105327a6,2024,American Women Quarters,Washington Quarter,S,USA,Proof-63,$0.00,None,Obverse only,no,,
216a48f3-cf16-4e8a-98d4-820c45e6f93f,Pending,Barber Series,Dime,Pending,US,Fine,$235.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
6c85bfc0-32d2-4472-ab8b-36afde6eeb38,Year,Barber Dimes,Barber Silver Dimes,Letter,US,Fine,$235.00,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
e5a28f71-fbed-420e-bbd5-6e3a75ee3667,multiple,Wheat Cents,1 cent,,USA,Ungraded,49.95,Obverse only,None,no,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/reference...,
