Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse Image,Has Reverse Image,AI_Audited_Status
coin,Lincoln Memorial Cents,One Cent,,,"1 Cent ""Lincoln Memorial Cent"" (Bronze)",Yes,Yes,Yes,Yes
coin,Lincoln Memorial Cents,One Cent,,,"1 Cent ""Lincoln Memorial Cent"" (copper plated zinc)",Yes,Yes,Yes,Yes
coin,Jefferson Nickels,Five Cents,,,"5 Cents ""Jefferson Nickel"" (1st portrait)",Yes,Yes,Yes,Yes
coin,Jefferson Wartime Nickels,Five Cents,,,"5 Cents ""Jefferson Wartime Nickel"" (1st portrait)",Yes,No,No,Yes
coin,Jefferson Nickels,Five Cents,,,"5 Cents ""Jefferson Nickel"" (Louisiana Purchase)",Yes,Yes,Yes,Yes
coin,Jefferson Nickels,Five Cents,,,"5 Cents ""Jefferson Nickel"" (Westward Journey, Keelboat)",Yes,Yes,Yes,Yes
coin,Jefferson Nickels,Five Cents,,,"5 Cents ""Jefferson Nickel"" (Westward Journey, Bison)",Yes,Yes,Yes,Yes
coin,Jefferson Nickels,Five Cents,,,"5 Cents ""Jefferson Nickel"" (Westward Journey, Ocean View)",Yes,Yes,Yes,Yes
coin,Jefferson Nickels,Five Cents,,,"5 Cents ""Jefferson Nickel"" (2nd portrait, Return to Monticello)",Yes,Yes,Yes,Yes
coin,Mercury Dimes,One Dime,,,"1 Dime ""Mercury Dime""",Yes,Yes,Yes,Yes
coin,Roosevelt Dimes,One Dime,,,"1 Dime ""Roosevelt Silver Dime""",Yes,Yes,Yes,Yes
coin,Roosevelt Dimes,One Dime,,,"1 Dime ""Roosevelt Dime""",Yes,Yes,Yes,Yes
coin,Washington Silver Quarters,Quarter Dollar,,,"¼ Dollar ""Washington Silver Quarter""",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter""",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Bicentennial)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Delaware)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Pennsylvania)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Georgia)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Maryland)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (South Carolina)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (New Hampshire)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Virginia)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (New York)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (North Carolina)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Rhode Island)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Kentucky)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Tennessee)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Ohio)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Louisiana)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Indiana)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Mississippi)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Illinois)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Alabama)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Maine)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Missouri)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Arkansas)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Michigan)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Florida)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Texas)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Iowa)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Wisconsin)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (California)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Minnesota)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Oregon)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Kansas)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (West Virginia)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Nevada)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Nebraska)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Colorado)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (North Dakota)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (South Dakota)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Montana)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Washington)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Idaho)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Wyoming)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Utah)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Oklahoma)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (New Mexico)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Arizona)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Alaska)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Hawaii)",Yes,Yes,Yes,Yes
coin,Lincoln Wheat Pennies,One Cent,,,"1 Cent ""Lincoln - Wheat Ears Reverse""",Yes,Yes,Yes,Yes
coin,Sacagawea & Native American Dollars,One Dollar,,,"1 Dollar ""Sacagawea Dollar""",Yes,No,No,Yes
coin,Kennedy Half Dollars,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar"" (90% Silver)",Yes,Yes,Yes,Yes
coin,Liberty Head/Braided Hair Cents,One Cent,,,"1 Cent ""Liberty Head/Braided Hair Cent""",Yes,No,No,Yes
coin,Flying Eagle & Indian Head Cents,One Cent,,,"1 Cent ""Indian Head Cent"" (with shield)",Yes,Yes,Yes,Yes
coin,Buffalo Nickels,Five Cents,,,"5 Cents ""Buffalo Nickel"" (flat ground)",Yes,Yes,Yes,Yes
coin,Trime,Three Cents,,,"3 Cents ""Trime"" (type 1 - no lines bordering star)",Yes,No,No,Yes
coin,Eisenhower Dollars,One Dollar,,,"1 Dollar ""Eisenhower Dollar""",Yes,Yes,Yes,Yes
coin,Kennedy Half Dollars,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar"" (Bicentennial)",Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (George Washington),Yes,Yes,Yes,Yes
coin,Morgan Dollars,One Dollar,,,"1 Dollar ""Morgan Dollar""",Yes,Yes,Yes,Yes
coin,American Silver Eagle,One Dollar,,,"1 Dollar ""American Silver Eagle"" (Bullion Coin)",Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (John Adams),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Thomas Jefferson),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (James Madison),Yes,Yes,Yes,Yes
coin,Lincoln Shield Cents,Two Cents,,,"2 Cents ""Union Shield""",Yes,Yes,Yes,Yes
coin,Flying Eagle & Indian Head Cents,One Cent,,,"1 Cent ""Indian Head Cent""",Yes,Yes,Yes,Yes
coin,Trime,Three Cents,,,"3 Cents ""Trime"" (type 3 - one line bordering star)",Yes,No,No,Yes
coin,Franklin Half Dollars,Half Dollar,,,"½ Dollar ""Franklin Half Dollar""",Yes,Yes,Yes,Yes
coin,Lincoln Wheat Pennies,One Cent,,,"1 Cent ""Lincoln - Wheat Ears Reverse - Steel""",Yes,Yes,Yes,Yes
coin,Eisenhower Dollars,One Dollar,,,"1 Dollar ""Eisenhower Dollar"" (Bicentennial)",Yes,Yes,Yes,Yes
coin,Susan B. Anthony Dollars,One Dollar,,,"1 Dollar ""Susan B. Anthony Dollar""",Yes,Yes,Yes,Yes
coin,Standing Liberty Quarters,Quarter Dollar,,,"¼ Dollar ""Standing Liberty Quarter"" (Stars Below Eagle)",Yes,Yes,Yes,Yes
coin,Seated Liberty Coinage,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (with motto, without date arrows)",Yes,No,No,Yes
coin,Liberty Nickels,Five Cents,,,"5 Cents ""Liberty Nickel"" (with ""CENTS"")",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Columbian Exposition),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (State of Illinois Anniversary),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Pilgrim Tercentenary),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Stone Mountain Memorial),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Booker T. Washington Memorial),Yes,No,No,Yes
coin,Presidential Dollars,Half Dollar,,,½ Dollar (George Washington),Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,Half Dollar,1986,,½ Dollar (Statue of Liberty),Yes,No,No,Yes
coin,Shield Nickels,Five Cents,,,"5 Cents ""Shield Nickel"" (without rays)",Yes,Yes,Yes,Yes
coin,Liberty Walking Half Dollars,Half Dollar,,,"½ Dollar ""Walking Liberty Half Dollar""",Yes,No,No,Yes
coin,Flying Eagle & Indian Head Cents,One Cent,,,"1 Cent ""Indian Head Cent"" (without shield)",Yes,Yes,Yes,Yes
coin,Trime,Three Cents,,,"3 Cents ""Trime"" (type 2 - two lines bordering star)",Yes,No,No,Yes
coin,Buffalo Nickels,Five Cents,,,"5 Cents ""Buffalo Nickel"" (raised ground)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Mount Rushmore),Yes,No,No,Yes
coin,Seated Liberty Coinage,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (without motto)",Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (James Monroe),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (John Quincy Adams),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Andrew Jackson),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Martin Van Buren),Yes,Yes,Yes,Yes
coin,Three Cent Nickels,Three Cents,,,"3 Cents ""Three Cent Nickel""",Yes,No,No,Yes
coin,Peace Dollars,One Dollar,,,"1 Dollar ""Peace Dollar""",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (District of Columbia)",Yes,Yes,Yes,Yes
coin,Barber Dimes,One Dime,,,"1 Dime ""Barber Dime""",Yes,Yes,Yes,Yes
coin,Liberty Head Coinage,One Dollar,,,"1 Dollar ""Liberty Head"" (Type 1)",Yes,No,No,Yes
coin,Indian Head - Quarter Eagle,Two and a Half Dollars,,,"2½ Dollars ""Indian Head - Quarter Eagle""",Yes,No,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Hudson),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Puerto Rico)",Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Quarter Dollar,,,"¼ Dollar ""Isabella Quarter"" (Columbian Exposition Commemorative)",Yes,No,No,Yes
coin,Lincoln Cents,One Cent,,,"1 Cent ""Lincoln Cent"" (Birth and Early Childhood)",Yes,Yes,Yes,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar"" (with motto, with date arrows)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dime,,,"½ Dime ""Seated Liberty Half Dime"" (arrows at date)",Yes,No,No,Yes
coin,Kennedy Half Dollars,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar""",Yes,Yes,Yes,Yes
coin,Lincoln Cents,One Cent,,,"1 Cent ""Lincoln Cent"" (Formative Years)",Yes,Yes,Yes,Yes
coin,Sacagawea & Native American Dollars,One Dollar,,,"1 Dollar ""Native American Dollar"" (Spread of Three Sisters Agriculture)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Indian Head),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (John Tyler),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (William Henry Harrison),Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Guam)",Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (James K. Polk),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Zachary Taylor),Yes,Yes,Yes,Yes
coin,Lincoln Cents,One Cent,,,"1 Cent ""Lincoln Cent"" (Professional Life)",Yes,Yes,Yes,Yes
coin,Lincoln Cents,One Cent,,,"1 Cent ""Lincoln Cent"" (Presidency)",Yes,Yes,Yes,Yes
coin,Presidential Dollars,Half Dollar,,,½ Dollar (Ulysses S. Grant),Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Battle of Gettysburg),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (American Samoa)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (U.S. Virgin Islands)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Northern Mariana Islands)",Yes,Yes,Yes,Yes
coin,Roosevelt Dimes,One Dime,,,"1 Dime ""Roosevelt Dime"" (Silver Proof)",Yes,Yes,Yes,Yes
coin,Seated Liberty Coinage,One Dime,,,"1 Dime ""Seated Liberty Dime"" (with stars, no arrows)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Alabama Centennial),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Oregon Trail Memorial),Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,,,"1 Dollar ""Native American Dollar"" (Haudenosaunee — Great Law of Peace)",Yes,No,No,Yes
coin,Barber Half Dollars,Half Dollar,,,"½ Dollar ""Barber Half Dollar""",Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Texas Independence),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Millard Fillmore),Yes,Yes,Yes,Yes
coin,Draped Bust Coinage,One Dollar,,,"1 Dollar ""Draped Bust Dollar"" (small eagle)",Yes,No,No,Yes
coin,American Gold Eagle,Five Dollars,,,"5 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Barber Quarters,Quarter Dollar,,,"¼ Dollar ""Barber Quarter""",Yes,Yes,Yes,Yes
coin,Capped Bust Coinage,Half Dollar,,,"50 Cents / ½ Dollar ""Capped Bust Half Dollar""",Yes,No,No,Yes
coin,Kennedy Half Dollars,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar"" (40% Silver)",Yes,Yes,Yes,Yes
coin,Kennedy Half Dollars,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar"" (Silver .900)",Yes,Yes,Yes,Yes
coin,Lincoln Cents,One Cent,,,"1 Cent ""Lincoln Cent - Shield Reverse""",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Hot Springs, Arkansas)",Yes,Yes,Yes,Yes
coin,Franklin Half Dollars,One Dollar,,,1 Dollar (Franklin Pierce),Yes,Yes,Yes,Yes
coin,Liberty Cap Half Dimes,Five Cents,,,"5 Cents ""Liberty Cap Half Dime""",Yes,No,No,Yes
coin,Seated Liberty Coinage,One Dollar,,,"1 Dollar ""Seated Liberty"" (without motto)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Washington-Carver),Yes,No,No,Yes
coin,Coronet Head Coinage,Two and a Half Dollars,,,"2½ Dollars ""Coronet Head - Quarter Eagle""",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Georgia - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Delaware - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Pennsylvania - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Maryland - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (South Carolina - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (New Hampshire - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Virginia - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (New York - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (North Carolina - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Rhode Island - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Kentucky - Silver Proof)",Yes,Yes,Yes,Yes
coin,Flying Eagle & Indian Head Cents,One Cent,,,"1 Cent ""Flying Eagle Cent""",Yes,Yes,Yes,Yes
coin,Liberty Head / Matron Head,One Cent,,,"1 Cent ""Liberty Head / Matron Head"" (Type 1)",Yes,No,No,Yes
coin,Seated Liberty Coinage,One Dime,,,"1 Dime ""Seated Liberty Dime"" (with stars and date arrows)",Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (James Buchanan),Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Ohio - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Tennessee - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Louisiana - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Indiana - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Mississippi - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Illinois - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Alabama - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Maine - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Missouri - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Arkansas - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Michigan - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Florida - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Texas - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Iowa - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Wisconsin - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (California - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Minnesota - Silver Proof)",Yes,Yes,Yes,Yes
coin,Shield Nickels,Five Cents,,,"5 Cents ""Shield Nickel""",Yes,Yes,Yes,Yes
coin,Seated Liberty Coinage,Half Dime,,,"½ Dime ""Seated Liberty Half Dime"" (without stars)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dime,,,"½ Dime ""Seated Liberty Half Dime"" (with stars, no arrows)",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Oregon - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Kansas - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (West Virginia - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Nevada - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Nebraska - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Colorado - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (North Dakota - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (South Dakota - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Montana - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Washington - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Idaho - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Wyoming - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Utah - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Oklahoma - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (New Mexico - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Arizona - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Alaska - Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Hawaii - Silver Proof)",Yes,Yes,Yes,Yes
coin,Capped Bust Coinage,Half Dollar,,,"½ Dollar ""Capped Bust Half Dollar"" (HALF DOL. below eagle)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar""",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar"" (with date arrows, rays around eagle)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar"" (with date arrows)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar"" (without date arrows)",Yes,No,No,Yes
