Count,Year,Mint,Denomination,Program/Series,Theme/Subject,Resolved_Program,Resolved_Subject,Best_Key_Tried
1,1855,O,Half Dollar,Liberty Seated,With Arrows,kennedy-half-dollar,,1855_O_kennedy-half-dollar
1,1855,,Large Cent,Braided Hair Large Cents,Liberty Head,cent,,1855_cent
1,1855,,Nickel,,Arrows,nickel,,1855_nickel
1,1855,,Quarter,Liberty Seated,"Liberty Seated, Arrows at Date",quarter,,1855_quarter
1,1855,O,Quarter,Liberty Seated,"Liberty Seated, Arrows at Date",quarter,,1855_O_quarter
1,1856,,Large Cent,Braided Hair Large Cents,Liberty Head,cent,,1856_cent
1,1856,,Nickel,,Stars,nickel,,1856_nickel
1,1856,O,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1856_O_quarter
1,1856,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1856_quarter
1,1857,O,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1857_O_kennedy-half-dollar
1,1857,,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1857_kennedy-half-dollar
1,1857,O,Nickel,,Stars,nickel,,1857_O_nickel
1,1857,,Nickel,,Stars,nickel,,1857_nickel
1,1857,O,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1857_O_quarter
1,1857,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1857_quarter
1,1858,O,Dime,Liberty Seated Silver Dime,,dime,,1858_O_dime
1,1858,,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1858_kennedy-half-dollar
1,1858,O,Nickel,,Stars,nickel,,1858_O_nickel
1,1858,,Nickel,,Stars,nickel,,1858_nickel
1,1858,O,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1858_O_quarter
1,1858,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1858_quarter
1,1859,O,Nickel,,Stars,nickel,,1859_O_nickel
1,1859,,Nickel,,Stars,nickel,,1859_nickel
1,1859,S,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1859_S_quarter
1,1859,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1859_quarter
1,1860,S,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1860_S_kennedy-half-dollar
1,1860,,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1860_kennedy-half-dollar
1,1860,,Nickel,,,nickel,,1860_nickel
1,1860,O,Nickel,,,nickel,,1860_O_nickel
1,1860,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1860_quarter
1,1861,,1 Cent,Indian Head Cent,Indian Head,cent,,1861_cent
1,1861,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1861_P_kennedy-half-dollar
1,1861,,Nickel,,,nickel,,1861_nickel
1,1861,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1861_quarter
1,1861,S,Seated Liberty Silver Half Dollar,Seated Liberty Half Dollar,Seated Liberty,kennedy-half-dollar,,1861_S_kennedy-half-dollar
1,1862,,Dime,Liberty Seated Silver Dime,,dime,,1862_dime
1,1862,,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1862_kennedy-half-dollar
1,1862,S,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1862_S_kennedy-half-dollar
1,1862,,Nickel,,,nickel,,1862_nickel
1,1862,,Quarter,Liberty Seated,"Liberty Seated, No Motto",quarter,,1862_quarter
1,1863,,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1863_kennedy-half-dollar
1,1863,S,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1863_S_kennedy-half-dollar
1,1863,,Nickel,,,nickel,,1863_nickel
1,1864,,1 Cent,Indian Head Cent,Indian Head,cent,,1864_cent
1,1864,O,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1864_O_kennedy-half-dollar
1,1864,S,Half Dollar,Liberty Seated,No Motto,kennedy-half-dollar,,1864_S_kennedy-half-dollar
1,1864,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1864_kennedy-half-dollar
1,1867,S,Half Dollar,Liberty Seated,,kennedy-half-dollar,,1867_S_kennedy-half-dollar
1,1867,,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1867_kennedy-half-dollar
1,1868,,Dime,Liberty Seated Silver Dime,,dime,,1868_dime
1,1868,S,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1868_S_kennedy-half-dollar
1,1868,,Nickel,Shield Nickel,,nickel,,1868_nickel
1,1869,S,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1869_S_kennedy-half-dollar
1,1869,Motto,Liberty Seated Silver Half Dollar,Half Dollar Clib,Liberty Seated,kennedy-half-dollar,,1869_MOTTO_kennedy-half-dollar
1,1869,,Nickel,Shield Nickel,,nickel,,1869_nickel
1,1870,CC,Dollar,Liberty Seated,Liberty Seated Silver Dollar,dollar,,1870_CC_dollar
1,1870,,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1870_kennedy-half-dollar
1,1870,,Quarter,Liberty Seated,Liberty Seated,quarter,,1870_quarter
1,1871,,Dollar,Liberty Seated,Liberty Seated Silver Dollar,dollar,,1871_dollar
1,1871,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1871_P_kennedy-half-dollar
1,1871,,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1871_kennedy-half-dollar
1,1871,S,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1871_S_kennedy-half-dollar
1,1871,,Nickel,,,nickel,,1871_nickel
1,1871,S,Nickel,,,nickel,,1871_S_nickel
1,1872,,Dime,Liberty Seated Silver Dime,,dime,,1872_dime
1,1872,,Dollar,Liberty Seated,Liberty Seated Silver Dollar,dollar,,1872_dollar
1,1872,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1872_P_kennedy-half-dollar
1,1872,S,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1872_S_kennedy-half-dollar
1,1872,S,Nickel,,Mintmark above Bow,nickel,,1872_S_nickel
1,1873,,Dime,Liberty Seated Silver Dime,,dime,,1873_dime
1,1874,,Dime,Liberty Seated Silver Dime,,dime,,1874_dime
1,1874,,Dollar,Indian Head Pattern Dollar,Indian Head,dollar,,1874_dollar
1,1874,,Half Dollar,Liberty Seated,With Arrows,kennedy-half-dollar,,1874_kennedy-half-dollar
1,1874,S,Quarter,Liberty Seated,"Liberty Seated, Arrows at Date",quarter,,1874_S_quarter
1,1875,S,20 Cents,20 Cent Piece,Seated Liberty,cent,,1875_S_cent
1,1875,CC,20 Cents,20 Cent Piece,Seated Liberty,cent,,1875_CC_cent
1,1875,,20 Cents,20 Cent Piece,Seated Liberty,cent,,1875_cent
1,1875,CC,Dime,Liberty Seated Silver Dime,,dime,,1875_CC_dime
1,1875,,Dime,Liberty Seated Silver Dime,,dime,,1875_dime
1,1875,S,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1875_S_kennedy-half-dollar
1,1875,,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1875_kennedy-half-dollar
1,1875,CC,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1875_CC_kennedy-half-dollar
1,1875,,Quarter,Liberty Seated,Liberty Seated,quarter,,1875_quarter
1,1875,S,Quarter,Liberty Seated,Liberty Seated,quarter,,1875_S_quarter
1,1876,,Dime,Liberty Seated Silver Dime,,dime,,1876_dime
1,1876,CC,Dime,Liberty Seated Silver Dime,,dime,,1876_CC_dime
1,1876,S,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1876_S_kennedy-half-dollar
1,1876,,Nickel,Shield Nickel,,nickel,,1876_nickel
1,1876,S,Quarter,Liberty Seated,Liberty Seated,quarter,,1876_S_quarter
1,1876,CC,Quarter,Liberty Seated,Liberty Seated,quarter,,1876_CC_quarter
1,1876,,Quarter,Liberty Seated,Liberty Seated,quarter,,1876_quarter
1,1878,S,1 Dollar,Trade Dollar,Trade Silver Dollar,dollar,,1878_S_dollar
1,1878,,Half Dollar,Liberty Seated,With Motto,kennedy-half-dollar,,1878_kennedy-half-dollar
1,1878,,Quarter,Liberty Seated,Liberty Seated,quarter,,1878_quarter
1,1878,CC,Quarter,Liberty Seated,Liberty Seated,quarter,,1878_CC_quarter
1,1878,S,Quarter,Liberty Seated,Liberty Seated,quarter,,1878_S_quarter
1,1879,,1,Schoolgirl Dollar,Liberty Head / Eagle,dollar,,1879_dollar
1,1879,Multiple,1,Morgan Silver Dollar,,morgan-dollar,,1879_MULTIPLE_morgan-dollar
1,1879,CC,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1879_CC_morgan-dollar
1,1879,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1879_P_morgan-dollar
1,1879,O,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1879_O_morgan-dollar
1,1879,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1879_P_kennedy-half-dollar
1,1880,O,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1880_O_morgan-dollar
1,1880,S,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1880_S_morgan-dollar
1,1880,,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1880_morgan-dollar
1,1880,CC,Dollar,Liberty Seated,Liberty Seated Silver Dollar,dollar,,1880_CC_dollar
1,1881,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1881_P_morgan-dollar
1,1881,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1881_O_morgan-dollar
1,1881,,Dime,Liberty Seated Silver Dime,,dime,,1881_dime
1,1882,,Nickel,Shield Nickel,,nickel,,1882_nickel
1,1883,,Dime,Liberty Seated Silver Dime,,dime,,1883_dime
1,1884,S,Liberty Seated Dime,Liberty Seated,,dime,,1884_S_dime
1,1886,,Dime,Liberty Seated Silver Dime,,dime,,1886_dime
1,1887,,Dime,Liberty Seated Silver Dime,,dime,,1887_dime
1,1887,S,Dime,Liberty Seated Silver Dime,,dime,,1887_S_dime
1,1887,P,Quarter,Washington Silver Quarter,,quarter,,1887_P_quarter
1,1888,,1,Morgan Silver Dollar,,morgan-dollar,,1888_morgan-dollar
1,1888,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1888_P_morgan-dollar
1,1888,,Dime,Liberty Seated,,dime,,1888_dime
1,1888,S,Dime,Liberty Seated Silver Dime,,dime,,1888_S_dime
1,1888,O,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1888_O_morgan-dollar
1,1888,S,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1888_S_morgan-dollar
1,1888,S,Quarter,Liberty Seated,Liberty Seated,quarter,,1888_S_quarter
1,1889,Multiple,1,Morgan Silver Dollar,,morgan-dollar,,1889_MULTIPLE_morgan-dollar
1,1889,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1889_S_morgan-dollar
1,1889,CC,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1889_CC_morgan-dollar
1,1889,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1889_P_morgan-dollar
1,1889,S,Dime,Liberty Seated Silver Dime,,dime,,1889_S_dime
1,1889,O,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1889_O_morgan-dollar
1,1889,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1889_P_kennedy-half-dollar
1,1889,,Quarter,Liberty Seated,Liberty Seated,quarter,,1889_quarter
1,1890,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1890_O_morgan-dollar
1,1890,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1890_P_morgan-dollar
1,1890,,Dime,Liberty Seated Silver Dime,,dime,,1890_dime
1,1890,,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1890_morgan-dollar
1,1891,S,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1891_S_morgan-dollar
1,1891,,Dime,Liberty Seated Silver Dime,,dime,,1891_dime
1,1891,O,Dime,Liberty Seated Silver Dime,,dime,,1891_O_dime
1,1891,S,Liberty Seated Silver Dime,Liberty Seated,,dime,,1891_S_dime
1,1891,,Quarter,Liberty Seated,Liberty Seated,quarter,,1891_quarter
1,1891,S,Quarter,Liberty Seated,Liberty Seated,quarter,,1891_S_quarter
1,1892,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1892_P_morgan-dollar
1,1892,O,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1892_O_morgan-dollar
1,1892,O,Half Dollar,Barber,Liberty Head,barber,,1892_O_barber
1,1893,,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1893_morgan-dollar
1,1893,,Half Dollar,Barber,Liberty Head,barber,,1893_barber
1,1893,S,Half Dollar,Barber,Liberty Head,barber,,1893_S_barber
1,1893,,Indian Head Cent,,,cent,,1893_cent
1,1893,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1893_nickel
1,1894,P,1 CENT,Indian Head Cents,,cent,,1894_P_cent
1,1894,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1894_O_morgan-dollar
1,1894,,5 Cents,Liberty Head Nickel,Liberty Head,nickel,,1894_nickel
1,1894,,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1894_morgan-dollar
1,1894,S,Half Dollar,Barber,Liberty Head,barber,,1894_S_barber
1,1894,O,Half Dollar,Barber,Liberty Head,barber,,1894_O_barber
1,1895,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1895_O_morgan-dollar
1,1895,S,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1895_S_morgan-dollar
1,1895,O,Half Dollar,Barber,Liberty Head,barber,,1895_O_barber
1,1896,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1896_O_morgan-dollar
1,1896,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1896_P_morgan-dollar
1,1896,S,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1896_S_barber
1,1896,,Half Dollar,Barber,Liberty Head,barber,,1896_barber
1,1896,O,Half Dollar,Barber,Liberty Head,barber,,1896_O_barber
1,1896,S,Half Dollar,Liberty Seated,,kennedy-half-dollar,,1896_S_kennedy-half-dollar
1,1896,,Indian Head Cent,,,cent,,1896_cent
1,1896,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1896_nickel
1,1897,O,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1897_O_morgan-dollar
1,1897,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1897_S_morgan-dollar
1,1897,D,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1897_D_barber
1,1897,P,Barber Dime,Barber Dime,,barber,,1897_P_barber
1,1897,O,Half Dollar,Barber,Liberty Head,barber,,1897_O_barber
1,1898,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1898_O_morgan-dollar
1,1898,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1898_P_barber
1,1898,Pending,Dime,Barber Series,Liberty Head,barber,,1898_PENDING_barber
1,1898,S,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1898_S_morgan-dollar
1,1898,,Penny,Indian Head Cent,Indian Head,cent,,1898_cent
1,1899,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1899_S_morgan-dollar
1,1899,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1899_P_morgan-dollar
1,1899,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1899_P_barber
1,1899,Pending,Dime,Barber Series,Liberty Head,barber,,1899_PENDING_barber
1,1899,D,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1899_D_morgan-dollar
1,1899,O,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1899_O_morgan-dollar
1,1899,O,Half Dollar,Barber,Liberty Head,barber,,1899_O_barber
1,1900,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1900_O_morgan-dollar
1,1900,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1900_P_morgan-dollar
1,1900,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1900_S_morgan-dollar
1,1900,,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1900_barber
1,1900,S,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1900_S_barber
1,1900,O,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1900_O_barber
1,1900,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1900_P_barber
1,1900,Pending,Dime,Barber Series,Liberty Head,barber,,1900_PENDING_barber
1,1900,O/CC,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1900_O/CC_morgan-dollar
1,1901,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1901_O_morgan-dollar
1,1901,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1901_P_barber
1,1901,Pending,Dime,Barber Series,Liberty Head,barber,,1901_PENDING_barber
1,1901,,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1901_morgan-dollar
1,1901,S,Half Dollar,Barber,Liberty Head,barber,,1901_S_barber
1,1901,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1901_nickel
1,1901,,Penny,Indian Head Cent,Indian Head,cent,,1901_cent
1,1902,,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1902_morgan-dollar
1,1902,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1902_S_morgan-dollar
1,1902,,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1902_barber
1,1902,O,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1902_O_barber
1,1902,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1902_P_barber
1,1902,Pending,Dime,Barber Series,Liberty Head,barber,,1902_PENDING_barber
1,1902,,Penny,Indian Head Cent,Indian Head,cent,,1902_cent
1,1903,P,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1903_P_morgan-dollar
1,1903,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1903_S_morgan-dollar
1,1903,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1903_P_barber
1,1903,Pending,Dime,Barber Series,Liberty Head,barber,,1903_PENDING_barber
1,1903,O,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1903_O_morgan-dollar
1,1903,,Half Dollar,Barber,Liberty Head,barber,,1903_barber
1,1903,S,Half Dollar,Barber,Liberty Head,barber,,1903_S_barber
1,1903,,Penny,Indian Head Cent,Indian Head,cent,,1903_cent
1,1904,S,1 Dollar,Morgan Silver Dollars,Morgan Dollar,morgan-dollar,,1904_S_morgan-dollar
1,1904,O,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1904_O_morgan-dollar
1,1904,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1904_P_barber
1,1904,Pending,Dime,Barber Series,Liberty Head,barber,,1904_PENDING_barber
1,1904,,Dollar,Morgan Silver Dollar,"Liberty Head, Eagle",morgan-dollar,,1904_morgan-dollar
1,1904,S,Half Dollar,Barber,Liberty Head,barber,,1904_S_barber
1,1904,,Penny,Indian Head Cent,Indian Head,cent,,1904_cent
1,1905,S,$10,Indian Head Gold Eagle,Indian Head,american-eagle-gold,,1905_S_american-eagle-gold
1,1905,,Penny,Indian Head Cent,Indian Head,cent,,1905_cent
1,1906,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1906_P_barber
1,1906,Pending,Dime,Barber Series,Liberty Head,barber,,1906_PENDING_barber
1,1906,D,Half Dollar,Barber Half Dollar,Liberty Head,kennedy-half-dollar,,1906_D_kennedy-half-dollar
1,1906,S,Half Dollar,Barber,Liberty Head,barber,,1906_S_barber
1,1906,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1906_nickel
1,1906,,Penny,Indian Head Cent,Indian Head,cent,,1906_cent
1,1907,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1907_P_barber
1,1907,Pending,Dime,Barber Series,Liberty Head,barber,,1907_PENDING_barber
1,1907,,Half Dollar,Barber,Liberty Head,barber,,1907_barber
1,1907,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1907_nickel
1,1907,,Penny,Indian Head Cent,Indian Head,cent,,1907_cent
1,1908,O,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1908_O_barber
1,1908,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1908_P_barber
1,1908,Pending,Dime,Barber Series,Liberty Head,barber,,1908_PENDING_barber
1,1908,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1908_nickel
1,1909,O,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1909_O_barber
1,1909,D,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1909_D_barber
1,1909,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1909_P_barber
1,1909,Pending,Dime,Barber Series,Liberty Head,barber,,1909_PENDING_barber
1,1909,,Penny,VDB,,cent,,1909_cent
1,1910,O,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1910_O_barber
1,1910,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1910_P_barber
1,1910,Pending,Dime,Barber Series,Liberty Head,barber,,1910_PENDING_barber
1,1910,S,Half Dollar,Barber,Liberty Head,barber,,1910_S_barber
1,1910,S,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1910_S_nickel
1,1911,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1911_P_barber
1,1911,Pending,Dime,Barber Series,Liberty Head,barber,,1911_PENDING_barber
1,1911,,Nickel,Liberty Head Nickel,Liberty Head,nickel,,1911_nickel
1,1911,D,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1911_D_lincoln-cent
1,1912,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1912_D_lincoln-cent
1,1913,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1913_P_barber
1,1913,Pending,Dime,Barber Series,Liberty Head,barber,,1913_PENDING_barber
1,1913,,Half Dollar,Barber,Liberty Head,barber,,1913_barber
1,1914,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1914_P_barber
1,1914,Pending,Dime,Barber Series,Liberty Head,barber,,1914_PENDING_barber
1,1914,S,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1914_S_buffalo-nickel
1,1914,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1914_D_lincoln-cent
1,1915,,$10,Indian Head Gold Eagle,Indian Head,american-eagle-gold,,1915_american-eagle-gold
1,1915,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1915_P_barber
1,1915,Pending,Dime,Barber Series,Liberty Head,barber,,1915_PENDING_barber
1,1915,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1915_D_lincoln-cent
1,1916,D,25 Cents,Barber Silver Quarters,Liberty Head,barber,,1916_D_barber
1,1916,,Barber Silver Dime,,,barber,,1916_barber
1,1916,P,Barber Silver Dimes,Barber Dimes,Liberty Head,barber,,1916_P_barber
1,1916,Pending,Dime,Barber Series,Liberty Head,barber,,1916_PENDING_barber
1,1916,S,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1916_S_buffalo-nickel
1,1917,S,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1917_S_dime
1,1917,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1917_mercury-dime
1,1917,D,Dime,Mercury Dime,Mercury (Roman God),mercury-dime,,1917_D_mercury-dime
1,1917,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1917_P_kennedy-half-dollar
1,1917,,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1917_buffalo-nickel
1,1917,S,Quarter,Standing Liberty Silver Quarter (Type 1),Standing Liberty,quarter,,1917_S_quarter
1,1918,D,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1918_D_dime
1,1918,S,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1918_S_dime
1,1918,,Dime,Mercury Dime,,mercury-dime,,1918_mercury-dime
1,1918,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1918_P_kennedy-half-dollar
1,1918,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1918_S_kennedy-half-dollar
1,1918,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1918_D_kennedy-half-dollar
1,1918,D,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1918_D_lincoln-cent
1,1918,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1918_S_lincoln-cent
1,1918,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1918_D_quarter
1,1918,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1918_quarter
1,1919,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1919_D_kennedy-half-dollar
1,1919,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1919_S_kennedy-half-dollar
1,1919,D,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1919_D_lincoln-cent
1,1919,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1919_S_quarter
1,1919,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1919_quarter
1,1919,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1919_D_quarter
1,1920,D,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1920_D_dime
1,1920,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1920_mercury-dime
1,1920,S,Dime,Mercury Dime,Mercury (Roman God),mercury-dime,,1920_S_mercury-dime
1,1920,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1920_S_kennedy-half-dollar
1,1920,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1920_D_kennedy-half-dollar
1,1920,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1920_P_kennedy-half-dollar
1,1920,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1920_D_lincoln-cent
1,1920,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1920_D_quarter
1,1920,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1920_S_quarter
1,1920,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1920_quarter
1,1921,S,Dime,Mercury Dime,Mercury (Roman God),mercury-dime,,1921_S_mercury-dime
1,1921,,Dime,Mercury Dime,Winged Liberty,mercury-dime,,1921_mercury-dime
