Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse,Has Reverse,Grok Verified
coin,Dollar,Five Cents,,,"25 Cents - Pastime (Cashmere, Washington)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Anderson and Trapp (Streator, Illinois)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - C.C. Hoops (Galva, Iowa)",Yes,No,No,No
coin,Quarter,One Dollar,,,¼ Ounce - Scottsdale Min (Scottsdale Lion),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - 22nd Anniversary Coin Show (Shippensburg, Pennsylvania)",Yes,No,No,No
coin,Dollar,One Dollar,,,10 Ounces - Highland Mint (Morgan Dollar),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Western Exchange Fire and Marine Insurance Co.),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar,Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars (State of North Carolina),Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents (State of Georgia),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - When Returned With Empty Bottle,Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (City of Richmond),Yes,No,No,No
coin,Dollar,One Dollar,,,2.99 Dollars - Reader's Digest Condensed Book Club,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Augusta Insurance and Banking Co. - Georgia),Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars (Bank of Georgetown, South Carolina)",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (State of Alabama),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Corporation of Richmond),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (New Orleans Canal and Banking Co.),Yes,No,No,No
coin,Dollar,Two Dollars,,,"2 Dollars - Petersen 1 Hour Photo (Houma, Louisiana)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Cullins (Goodland, Kansas)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - California Market (Redwood City, California)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Denny's General Store (American Canyon, California)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Johnny and Lou's (Lincoln, California)",Yes,No,No,No
coin,Half Dollar,One Dollar,,,2013 Second Amendment Dollar,Yes,No,No,No
coin,Half Dollar,One Dollar,,,2014 Second Amendment Dollar,Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - King's Health Foods (San Francisco, California)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Maryland Market (San Francisco, California)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Wassons Market (McFarland, California)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - World Port Celebration (Buffalo, New York)",Yes,No,No,No
coin,Dollar,One Dollar,,,"Gold Dust Casino (Reno, Nevada)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Embe's (San Jose, California)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Go - Getters (San Francisco, California)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Ricci's Market (San Francisco, California)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,20 Dollars (Buds Gun Shop),Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - City Market (Superior, Wisconsin)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - City Market (Superior, Wisconsin)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Met Food (Laurelton, New York)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Dominick's Finer Foods Grocery (Chicago, Illinois)",Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent - Playing Card Tax (Alabama),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Arizona; Luxury Tax),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Arizona; Luxury Tax),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent - Cigarette Tax (Connecticut),Yes,No,No,No
coin,Quarter,One Dollar,,,Commemorative Coin - US Embassy in Romania,Yes,No,No,No
coin,Dollar,One Dollar,,,50 State Dollars - Jimmy Carter (Georgia),Yes,No,No,No
coin,Dollar,One Dollar,,,50 State Dollars - John F. Kennedy (Massachusetts),Yes,No,No,No
coin,Dollar,Half Cent,,,"12½ Cents - Elk's Club 593 (Aberdeen, Washington)",Yes,No,No,No
coin,Dollar,One Dollar,,,3 Pence - Higley Copper (With Deer),Yes,No,No,No
coin,Dollar,One Dollar,,,3 Pence - Higley Copper (With Wheel),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 000 000 Dollars (Go For the Goal),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - ""Bingle""",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - ""Bingle""",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - ""Bingle""",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - ""Bingle""",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - ""Bingle""",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollars - ""Bingle""",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - The Moab Brewery (Moab, Utah)",Yes,No,No,No
coin,Dollar,One Dollar,,,"Unique Corner (Duchesne, Utah)",Yes,No,No,No
coin,Dollar,Two Dollars,,,"2 Dollars - Movie City I and II (Brainard and Pequot Lakes, Minnesota)",Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents - Vesuvio Deli,Yes,No,No,No
coin,Dollar,One Cent,,,"40 Cents - Rocky Knoll Tavern (Rocky Knoll, Wisconsin)",Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars (Large-Size Federal Reserve Bank Note),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Sofspra Casa De Oro (Spring Valley, California)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Wholphin Dollah, Sea Life Park (Oahu, Hawaii)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Harrah's Casino and Hotel (Council Bluffs, Iowa)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,School Money - Half Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,School Money - Sacagawea Dollar,Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Saloon no. 10 (Deadwood, South Dakota)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Carrie Nation's Temperance Saloon (Deadwood, South Dakota)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Silver Dollar (Deadwood, South Dakota)",Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars - Pikes Peak Range Riders Breakfast (Colorado Springs, Colorado)",Yes,No,No,No
coin,Dollar,One Dollar,,,"Rocky Rococo Pizza $1 - $3 Off (Colorado Springs, Colorado)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Midnight Star (Deadwood, South Dakota)",Yes,No,No,No
coin,Dollar,One Dollar,,,So-Called-Dollar - Hawaii Statehood (Salvation Army),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - 7 Seas Locker Club Centers (San Diego, California)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Draped Bust Dollar (Heraldic Eagle),Yes,No,No,No
coin,Dollar,One Dollar,,,"One Dollar - Viejas Casino and Turf Club (Alpine, California)",Yes,No,No,No
coin,Dollar,One Dollar,,,"One Dollar - Barona Casino (Lakeside, California)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Bessie Coleman)",Yes,No,No,No
coin,Quarter,Five Cents,,,"25 Cents ""Washington Quarter"" (Edith Kanakaʻole)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Eleanor Roosevelt)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Jovita Idar)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Maria Tallchief)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Bessie Coleman)",Yes,No,No,No
coin,Quarter,Five Cents,,,"25 Cents ""Washington Quarter"" (Edith Kanakaʻole)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Eleanor Roosevelt)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Jovita Idar)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Maria Tallchief)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents- Salina Kansas Centennial (Salina, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Loaf 'N Jug,Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Pikes Peak Range Riders Breakfast (Colorado Springs, Colorado)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Ohio),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Louisiana),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Tall Pines Bonus Buck,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Indiana),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (American Innovation - Mississippi),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Bank of America Travelers Cheque),Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Pollardville Palace (Pollardville, California)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"1½ Dollars - Velvet Turtle (Sunnyvale, California)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Hayes Ace Hardware (Valley, Alabama)",Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - 7Up or Like,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Mama's,Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents - Two Quarters in Game Room,Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Drink - 5th National Silver Dollar Convention (Houston, Texas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Cubby's Knit and Sriren (Redding, California)",Yes,No,No,No
coin,Dollar,One Dollar,,,10 Percent Off - Connie's Flowers and Gifts,Yes,No,No,No
coin,Dollar,One Dollar,,,"Copper ""American Eagle"" Dollar",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,1 Free Quarter Pounder,Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars - Gary Fronrath Subaru (Ft. Lauderdale, Florida)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - The Reluctant Fisherman (Cordova, Alaska)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Euro Music Center Carrusel,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Food Order,Yes,No,No,No
coin,Dollar,One Dollar,,,"Bibb Manufacturing Co. - Commitment to Safety (Columbus, Georgia)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Loves Super Market,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars - Movie Rental,Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars - Action Figure Money,Yes,No,No,No
coin,Dollar,One Dollar,,,8 Dollars (Colony of Massachusetts Bay),Yes,No,No,No
coin,Dollar,Five Dollars,,,25 Dollars - Templeton Reid,Yes,No,No,No
coin,Quarter,Quarter Dollar,,,¼ Dollar “Close Quarters” (Arkansas),Yes,No,No,No
coin,Dollar,Five Dollars,,,15 Dollars (Confederate Loan),Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollars - MGM Grand (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollar - Boomtown Casino (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollar - Boomtown Casino (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollar - Boomtown Casino (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollar - Boomtown Casino (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollars - Imperial Palace (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollar - Boomtown Casino (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollar - Boomtown Casino (Biloxi, Mississippi)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - The Log Cabin (Vancouver, Washington)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Cabel and Kauffman Merc Co. (Washington, Indiana)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Cabel and Kauffman Merc Co. (Washington, Indiana)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Perseverance Band (Lebanon, Pennsylvania)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Bossier Base NCO Club (Barksdale AFB, Louisiana)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - J. E. Weber and Co. (Strasburg, Illinois)",Yes,No,No,No
coin,Dollar,One Cent,,,"4 Cents - Dows Maniti Diary Farms (Cedar Rapids, Iowa)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Madera Trading Co. (Madera, Pennsylvania)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Whiteman AFB NCO Club (Whiteman AFB, Missouri)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Wilson's Restaurant (Cutler, Indiana)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Recreation Club (Skiatook, Oklahoma)",Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Redwood Valley Shopping Center),Yes,No,No,No
coin,Half Dollar,One Dollar,,,"Spinner - Insulite (Minneapolis, Minnesota)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar - The Confederate States of America,Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents (State of North Carolina),Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - Civil War Sutler Scrip - Scott’s Nine Hundred United States Cavalry,Yes,No,No,No
coin,Dollar,Five Cents,,,"Johnnie and Connies bar - Whitehall, Wisconsin - 5 cents",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Earl's Tavern (Albany, Wisconsin)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Jaeger (Plummer and Worley, Idaho)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - 686 Ballroom Club (Lockport, New York)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - W. H. Ortel Meats and Groceries (Downs, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Co-Operative Store (Atlantic, Iowa)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Wisconsin National Guard Post Exchange,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Grimes Tavern (Chestnut, Illinois)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Arizona Automatic (Bisbee, Arizona)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Central Tavern (Antigo, Wisconsin)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents-Patsy’s Cottage (Chicago, Illinois)",Yes,No,No,No
coin,Dollar,One Dollar,,,100 000 Dollars,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Finast Holiday,Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Elk's Lodge 92 (Seattle, Washington)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - J. O. Sundstrom (Lindsborg, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - NCO Open Mess (West Point, New York)",Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - Sample Style (HE25),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Keystone Association (Boyertown, Pennsylvania)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Elks Lodge - BPOE 1442 (Madison, South Dakota)",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - Sportsman's Club,Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Dempsey's (Long Prairie, Minnesota)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - S. E. Roberts,Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents - The State Bank (Akron Ohio),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - P. S. Grand View Cafe (South Newport, Kentucky)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - P. S. Grand View Cafe (South Newport, Kentucky)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Twin's Bar (Provindence, Rhode Island)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Wyatt Johnson Department Store (Eldora, Iowa)",Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents (State of North Carolina),Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Kinross Correctional Facility Store (Kinross, Michigan)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Suburban Grill (Niagara Falls, New York)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Thrif-T-Mart,Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent - Wheeler and Nobles (Mount Vernon and Anacortes, Washington)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - The Club (Springfield, Oregon)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Norberg's Bar (Hastings, North Dakota)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Wil-Cine Liquor's (Chicago, Illinois)",Yes,No,No,No
coin,Dollar,Half Cent,,,2½ Cents - Justus,Yes,No,No,No
coin,Dollar,Five Cents,,,"75 Cents (City of Lynchburg, Virginia)",Yes,No,No,No
coin,Dollar,Five Cents,,,75 Cents (Corporation of Danville),Yes,No,No,No
coin,Dollar,Three Cents,,,"3 Cents - Bob's Market (Maximo, Ohio)",Yes,No,No,No
coin,Dollar,One Cent,,,"9 Cents - Apex Music Korner (Schenectady, New York)",Yes,No,No,No
coin,Dollar,Two Cents,,,"2 Cents - Miller Wall Paper and Paint Co. (St. Louis, Missouri)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Pat and Larry's (Lansing, Michigan)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Whiteman AFB NCO Club (Whiteman, Missouri)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Whiteman AFB NCO Club (Whiteman AFB, Missouri)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Whiteman AFB NCO Club (Whiteman, Missouri)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - T C,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Jacobson Bros. Court Recreation (Saginaw, Miscigan)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - The Pipe Shop (Kenosha, Wisconsin)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - The Y Inn,Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - 1 3,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Wagon Cafe (Newport, Kentucky)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Hershey Dairy Products (Hershey, Pennsylvania)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Adolph's Sandwich Bar (Gary, Indiana)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Hap and Poke (Toledo, Ohio)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - F. L. Blinn (Haverhill, Massachusetts)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Lancaster Inn,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Mikuska's Store (Tripp, South Dakota)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Moms Tavern,Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - No. 312,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Fairview Palms (Saint Paul, Minnesota)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - 8939,Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Malek's Tavern (Albany, New York)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - White House Inn (Le Roy, New York)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Mathews Cash Store (Ansonia, Ohio)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Fred's Tavern (Harvey, Illinois)",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - V. A. Hospital,Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - W. H. Ortel Meats and Groceries (Downs, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - W. H. Ortel Meats and Groceries (Downs, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Jacob Crocker (Goldendale, Washington)",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - Bazooka,Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - J. Fender (Saint Joseph, Missouri)",Yes,No,No,No
coin,Dollar,One Dollar,,,1863 Gold 1 Dollar Liberty (California Fractional Gold),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Aloha Festivals (Oaho, Hawaii)",Yes,No,No,No
coin,Dollar,One Dollar,,,King Kamehameha 1959 Iolani Palace (Hawaii),Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars (Corporation of Richmond),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Virginia Treasury Note),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Tulip Time Festival (Pella, Iowa)",Yes,No,No,No
coin,Dollar,One Cent,,,1 Penny,Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - D and D Bar,Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Harry's Cafe (Middletown, Ohio)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Czecher Inn (Lodi, California)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Co-Operative Merc. Assn. (Green, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - J. L. Dragoo General Merchandise (Tescott, Kansas)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Hi-Line Tavern (Miller, Nebraska)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Popular Pool Hall (Arbuckle, California)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Klamath Billiard Parlor (Klamath Falls, Oregon)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Akron Cut Rate (Akron, Ohio)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - American Legion Post No. 10 (Winfield, Kansas)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Elks Lodge No. 42 (Little Falls, New York)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Dillon High School Cafeteria (Dillon, South Carolina)",Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - Chippewa Temporary Correctional Facility,Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Wil-Cine Liquor's (Chicago, Illinois)",Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - VI-XX-VIII (Saint Paul, Minnesota)",Yes,No,No,No
coin,Dollar,Fifty Dollars,,,"50 Dollars (""Redback"")",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Chip-in Casino (Harris, Michigan)",Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars - Flamingo (Las Vegas, Nevada)",Yes,No,No,No
coin,Quarter,One Dollar,,,"Sam Noble Museum - Scissor-Tailed Flycatcher (Norman, Oklahoma)",Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents - Buffalo Exchange (Nashville, Tennessee)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Wagon Wheel Hotel Motel (Wells, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Rainbow Club and Casino (Henderson, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Big Bonanza (North Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Diamond Jim's Nevada Club (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Landmark Tower (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Hotel Thunderbird (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - The Riviera Hotel (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Jim Kelley's Nugget (Reno and Lake Tahoe, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Mapes Casino (Reno, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - The Colony Casino (Reno, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - The Holiday Hotel (Reno, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Ponderosa Hotel and Casino (Reno, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Silver Spur (Carson City, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Gold Strike Inn (Boulder City, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Kit Carson Club (Carson City, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - The Pit Casino (Ely, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Mizpah Hotel and Casino (Tonopah, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - State Line Hotel (Wendover, Nevada)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,100 Dollars (Large-Size National Bank Note),Yes,No,No,No
coin,Dollar,One Dollar,,,"80 Dollars (""Continental Currency"" - United States)",Yes,No,No,No
coin,Dollar,One Dime,,,10 cents - Hugo's North Star,Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - MGM Grand Wack E. Wolf (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - MGM Grand - Professor Frederico Owlini (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Cent,,,6 Cents Air Mail,Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - MGM Grand Looey, Jr. (Las Vegas, Nevada)",Yes,No,No,No
coin,Half Dollar,Half Cent,,,"12½ Cents - May and McCarthy (Tonopah, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Isle of Capri Casino (Bettendorf, Iowa)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Daytona Beach Kennel Club (Daytona Beach, Florida)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Fabulous Flager Dog Track (Miami, Florida)",Yes,No,No,No
